year,state,occ_code,occ_title,tot_emp,h_mean,a_mean
2018,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",280.0,25.05,52100.0
2019,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",270.0,26.0,54090.0
2020,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",240.0,26.07,54230.0
2021,Wisconsin,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",210.0,25.15,52310.0
2020,Wyoming,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",30.0,22.58,46970.0
2021,Wyoming,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50.0,28.01,58250.0
2011,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",400.0,11.81,24570.0
2012,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",330.0,12.1,25170.0
2013,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",320.0,12.04,25050.0
2014,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",410.0,11.64,24210.0
2015,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",440.0,10.35,21540.0
2016,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",400.0,10.35,21530.0
2017,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",420.0,10.58,22010.0
2018,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,10.97,22820.0
2019,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",750.0,10.77,22400.0
2020,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1000.0,11.25,23400.0
2021,Alabama,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",680.0,12.57,26150.0
2012,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",30.0,12.4,25800.0
2014,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80.0,11.8,24540.0
2015,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,12.39,25780.0
2016,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,14.35,29840.0
2018,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50.0,12.52,26030.0
2019,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",130.0,15.54,32320.0
2020,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",140.0,15.72,32700.0
2021,Alaska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280.0,14.43,30010.0
2011,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9120.0,9.04,18810.0
2012,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9290.0,9.37,19490.0
2013,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10670.0,9.04,18800.0
2014,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",11760.0,9.13,18980.0
2015,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",13540.0,9.17,19070.0
2016,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",12390.0,9.97,20750.0
2017,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10700.0,11.23,23350.0
2018,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10290.0,12.08,25120.0
2019,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10350.0,12.92,26880.0
2020,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10090.0,14.17,29480.0
2021,Arizona,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",8590.0,14.76,30700.0
2011,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",620.0,10.33,21480.0
2012,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",670.0,10.6,22050.0
2013,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1050.0,11.14,23180.0
2014,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1150.0,10.78,22430.0
2015,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1630.0,11.08,23050.0
2016,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1280.0,11.1,23100.0
2017,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1020.0,11.84,24620.0
2018,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",610.0,10.59,22020.0
2019,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",460.0,10.67,22190.0
2020,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",560.0,11.51,23940.0
2021,Arkansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",540.0,12.97,26990.0
2011,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",149680.0,9.24,19220.0
2012,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",164310.0,9.17,19080.0
2013,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",171160.0,9.22,19180.0
2014,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",180040.0,9.59,19950.0
2015,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",178130.0,10.36,21550.0
2016,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",182570.0,11.36,23630.0
2017,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",189930.0,11.96,24870.0
2018,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",194850.0,12.61,26240.0
2019,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",201440.0,13.25,27550.0
2020,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",200130.0,14.6,30370.0
2021,California,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",186600.0,15.28,31770.0
2011,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1630.0,11.58,24080.0
2012,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2020.0,12.44,25870.0
2013,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2060.0,12.16,25300.0
2014,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2100.0,12.86,26750.0
2015,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2550.0,12.31,25610.0
2016,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2290.0,13.24,27550.0
2017,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3260.0,13.81,28710.0
2018,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3840.0,15.32,31870.0
2019,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3310.0,16.1,33490.0
2020,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2730.0,16.78,34910.0
2021,Colorado,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3250.0,16.66,34650.0
2011,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,13.02,27080.0
2012,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",500.0,11.13,23150.0
2013,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",550.0,11.55,24020.0
2014,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",710.0,11.87,24690.0
2015,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",700.0,12.01,24970.0
2016,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",740.0,12.67,26360.0
2017,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",920.0,13.39,27850.0
2018,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",790.0,14.31,29760.0
2019,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",790.0,14.34,29820.0
2020,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",780.0,14.76,30700.0
2021,Connecticut,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",680.0,16.46,34240.0
2011,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50.0,12.56,26110.0
2012,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,12.97,26970.0
2013,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,12.01,24980.0
2014,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",50.0,14.51,30180.0
2015,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",70.0,14.24,29630.0
2016,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",120.0,14.11,29340.0
2017,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",160.0,13.42,27910.0
2018,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",190.0,13.65,28390.0
2019,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",140.0,14.42,30000.0
2020,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,12.42,25840.0
2021,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",180.0,14.69,30560.0
2011,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",23480.0,9.4,19560.0
2012,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",24110.0,9.6,19960.0
2013,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",21340.0,9.69,20160.0
2014,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",16430.0,9.79,20370.0
2015,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",14650.0,9.93,20650.0
2016,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",13350.0,10.38,21590.0
2017,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",13250.0,10.99,22850.0
2018,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10670.0,11.79,24520.0
2019,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",10070.0,11.99,24930.0
2020,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9140.0,11.83,24600.0
2021,Florida,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",9080.0,12.66,26320.0
2011,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2370.0,10.0,20800.0
2012,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3560.0,9.59,19950.0
2013,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3600.0,9.92,20630.0
2014,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3420.0,10.56,21960.0
2015,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3040.0,11.03,22930.0
2016,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3390.0,10.43,21690.0
2017,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3420.0,10.88,22630.0
2018,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3200.0,11.26,23410.0
2019,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2880.0,11.88,24720.0
2020,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2530.0,11.98,24910.0
2021,Georgia,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2740.0,13.17,27390.0
2011,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",480.0,12.54,26080.0
2012,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,10.84,22540.0
2013,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",860.0,10.51,21850.0
2014,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",900.0,10.66,22170.0
2015,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",530.0,12.56,26120.0
2016,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",430.0,13.71,28520.0
2017,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",300.0,15.13,31470.0
2018,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,15.74,32740.0
2019,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",440.0,16.79,34920.0
2020,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",960.0,18.21,37880.0
2021,Hawaii,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",850.0,18.12,37700.0
2011,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1440.0,10.52,21890.0
2012,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1670.0,11.12,23140.0
2013,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1940.0,10.54,21930.0
2014,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1740.0,10.72,22290.0
2015,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1530.0,10.62,22090.0
2016,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2280.0,10.34,21510.0
2017,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2140.0,10.66,22160.0
2018,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2350.0,11.7,24340.0
2019,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2180.0,12.49,25970.0
2020,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2450.0,12.82,26670.0
2021,Idaho,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2320.0,14.3,29740.0
2011,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1560.0,11.72,24380.0
2012,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1670.0,12.1,25160.0
2013,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1910.0,12.99,27010.0
2014,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2440.0,14.48,30130.0
2015,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2670.0,14.57,30310.0
2016,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2220.0,14.87,30930.0
2017,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1620.0,13.79,28680.0
2018,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2030.0,14.43,30020.0
2019,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2390.0,15.07,31350.0
2020,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2470.0,16.25,33800.0
2021,Illinois,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3070.0,17.04,35440.0
2011,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",790.0,11.13,23150.0
2012,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",880.0,10.88,22630.0
2013,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1230.0,11.3,23500.0
2014,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1370.0,11.4,23720.0
2015,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1450.0,11.86,24660.0
2016,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1290.0,11.61,24160.0
2017,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1550.0,11.81,24560.0
2018,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1220.0,11.94,24820.0
2019,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1160.0,13.34,27740.0
2020,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1060.0,14.27,29680.0
2021,Indiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1100.0,14.6,30380.0
2011,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",650.0,12.38,25760.0
2012,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1060.0,12.09,25140.0
2013,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",990.0,12.76,26530.0
2014,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",950.0,12.58,26170.0
2015,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",560.0,13.73,28560.0
2016,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",680.0,13.12,27280.0
2017,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",850.0,13.32,27700.0
2018,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1330.0,14.73,30630.0
2019,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1430.0,15.36,31950.0
2020,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1380.0,16.37,34040.0
2021,Iowa,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",640.0,14.19,29500.0
2011,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",180.0,9.98,20750.0
2012,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",400.0,11.0,22870.0
2013,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,11.1,23100.0
2014,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",690.0,11.45,23820.0
2015,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",630.0,11.89,24740.0
2016,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",650.0,12.58,26160.0
2017,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",650.0,12.83,26690.0
2018,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",580.0,13.68,28450.0
2019,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",420.0,14.48,30110.0
2020,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",460.0,14.9,30990.0
2021,Kansas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",890.0,13.51,28090.0
2011,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",640.0,10.56,21960.0
2012,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,10.27,21360.0
2013,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",900.0,11.85,24640.0
2014,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",970.0,12.1,25170.0
2015,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",940.0,13.43,27930.0
2016,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",740.0,12.51,26020.0
2017,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",700.0,12.62,26260.0
2018,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",900.0,13.07,27180.0
2019,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,13.9,28920.0
2020,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",530.0,14.16,29440.0
2021,Kentucky,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",350.0,13.0,27040.0
2011,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",470.0,10.43,21690.0
2012,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",570.0,11.14,23160.0
2013,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",540.0,11.64,24210.0
2014,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",560.0,11.7,24340.0
2015,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",550.0,12.01,24980.0
2016,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",660.0,11.47,23870.0
2017,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1150.0,11.19,23270.0
2018,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1520.0,12.53,26060.0
2019,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1290.0,12.16,25290.0
2020,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1150.0,13.14,27330.0
2021,Louisiana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",510.0,12.84,26700.0
2011,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",340.0,11.2,23300.0
2012,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,11.27,23450.0
2013,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",290.0,11.46,23850.0
2014,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",300.0,11.93,24820.0
2015,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280.0,12.72,26460.0
2016,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",200.0,13.29,27640.0
2017,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",270.0,14.11,29340.0
2018,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280.0,14.19,29520.0
2019,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",260.0,15.29,31810.0
2020,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",170.0,15.58,32410.0
2021,Maine,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",360.0,17.29,35970.0
2011,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",980.0,11.55,24030.0
2012,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",600.0,11.96,24870.0
2013,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",540.0,12.43,25860.0
2014,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",520.0,12.75,26510.0
2015,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",700.0,13.61,28310.0
2016,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",710.0,14.05,29220.0
2017,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",920.0,14.51,30180.0
2018,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1060.0,15.34,31900.0
2019,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1120.0,15.82,32890.0
2020,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1100.0,15.62,32490.0
2021,Maryland,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2320.0,15.2,31620.0
2011,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",770.0,13.13,27310.0
2012,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",670.0,13.02,27080.0
2013,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,12.34,25680.0
2014,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",790.0,12.08,25120.0
2015,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",960.0,12.82,26660.0
2016,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",920.0,13.35,27770.0
2017,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",840.0,14.7,30570.0
2018,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",860.0,16.59,34500.0
2019,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1090.0,16.53,34390.0
2020,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1010.0,16.84,35030.0
2021,Massachusetts,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1040.0,17.53,36470.0
2011,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1130.0,10.94,22750.0
2012,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1310.0,10.6,22050.0
2013,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1360.0,11.42,23760.0
2014,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1430.0,11.73,24390.0
2015,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1600.0,12.83,26680.0
2016,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2010.0,11.9,24750.0
2017,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2470.0,11.71,24350.0
2018,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2650.0,12.08,25130.0
2019,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2100.0,13.04,27120.0
2020,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1760.0,13.33,27730.0
2021,Michigan,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3150.0,14.76,30690.0
2011,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,11.16,23220.0
2012,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",680.0,11.93,24820.0
