Year,State,Generated Internal ID,CFDA Number,Recipient,Type Description,Description,Total Obligation
2008,NY,ASST_NON_97241101_6800,66.714,CORNELL UNIVERSITY,,"THIS PROJECT PROVIDES SUPPORT IN IMPROVING PESTICIDE APPLICATORS' PRACTICES, AND EXPANDS THE USE OF PESTICIDE STEWARDSHIP SKILLS IN NEW YORK STATE.",49898
2008,NC,ASST_NON_96498308_6800,66.716,CENTER FOR AGRICULTURAL PARTNERSHIP,,RECIPIENT WILL USE THE FUNDING TO ASSIST SWEET POTATO FARMERS ACROSS THE STATE -- WHICH RANKS FIRST NATIONALLY IN PRODUCTION OF SWEET POTATOES -- I,112657
2008,NC,ASST_NON_95410608_6800,66.714,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $50,369 TO REDUCE UNNECESSARY RESIDENTIAL PESTICIDE USE IN NORTH CAROLINA SPANISH-SPEAKING HOUSEHOLDS",50369
2008,ND,ASST_NON_98812308_6800,66.7,NORTH DAKOTA DEPARTMENT OF AGRICULTURE,,"TO PROVIDE STATES WITH GREATER FLEXIBILITY TO ADDRESS THEIR HIGHEST ENVIRONMENTAL PRIORITIES, IMPROVE ENVIRONMENTAL PERFORMANCE, ACHIEVE ADMINISTRAT",509599
2008,ND,ASST_NON_97872501_6800,66.716,SPIRIT LAKE TRIBE,,THE GRANTEE WILL EDUCATE RESERVATION POPULATION ON THE DANGERS OF LEAD POISONING AND WHERE IT COMES FROM. THE GRANTEE WILL ENCOURAGE THE POPULATION,75000
2008,ND,ASST_NON_97872801_6800,66.716,SPIRIT LAKE TRIBE,,THE GRANTEE WILL EDUCATE RESERVATION POPULATION ON THE DANGERS OF LEAD POISONING AND WHERE IT COMES FROM. THE GRANTEE WILL ENCOURAGE THE POPULATION,50000
2008,ND,ASST_NON_00839309_6800,66.7,NORTH DAKOTA STATE UNIVERSITY,,"THIS PROGRAM PROVIDES RESOURCES TO ASSIST NORTH DAKOTA TO CONDUCT FEDERAL INSECTICIDE, FUNGICIDE, AND RODENTICIDE ACT PESTICIDE APPLICATOR EDUCATION",48000
2008,OK,ASST_NON_00635408_6800,66.7,DEPARTMENT OF AGRICULTURE FOOD & FORESTRY OKLAHOMA,,"THE OKLAHOMA DEPARTMENT OF AGRICULTURE, FOOD AND FORESTRY (ODAFF) WILL CARRY OUT A COMPREHENSIVE AND EFFECTIVE STATE PESTICIDE REGULATORY PROGRAM BY",0
2008,OK,ASST_NON_00635409_6800,66.7,DEPARTMENT OF AGRICULTURE FOOD & FORESTRY OKLAHOMA,,"FY 2009 COOPERATIVE AGREEMENT WITH OKLAHOMA DEPARTMENT OF AGRICULTURE FOOD AND FORESTRY FOR ENFORCEMENT, APPLICATOR CERTIFICATION, WORKER PROTECTION",353749
2008,OK,ASST_NON_96668601_6800,66.716,KERR CENTER FOR SUSTAINABLE AGRICULTURE,,THE PURPOSE OF THIS PROJECT IS TO EDUCATE PRODUCERS IN THE STATES OF ARKANSAS AND OKLAHOMA ON HOW TO ASSESS PEST PROBLEMS AND PROVIDE TOLLS THAT WIL,73152
2008,OK,ASST_NON_96669601_6800,66.714,DEPARTMENT OF AGRICULTURE FOOD & FORESTRY OKLAHOMA,,THE PURPOSE OF THIS PROJECT IS TO PROVIDE MORE AND ADDITIONAL CROP LOCATIONS ON OKLAHOMA'S PESTICIDE SENSITIVE LOCATION VIEWER (PSLV) TO REDUCE THE,50185
2008,OK,ASST_NON_96667201_6800,66.716,OSAGE NATION,,OSAGE NATION WILL CONDUCT QUARTERLY WATER AND SEDIMENT SAMPLES TO BETTER UNDERSTANDING PESTICIDE USE AND MANAGEMENT AND COMPLETE PHASE II OF A PEST,50000
2008,OK,ASST_NON_96666501_6800,66.716,CHEROKEE NATION,,THIS PROJECT WILL ESTABLISH A MONTHLY SAMPLE COLLECTION AND BASELINE PESTICIDES ASSESSMENT ON SALINE CREEK TO DETERMINE THE LEVELS OF PESTICIDES IN,50000
2008,OK,ASST_NON_96668001_6800,66.716,KICKAPOO TRIBE OF OKLAHOMA,,ASSESSMENT OF PESTICIDES AND PHARMACEUTICALS IN THE NORTH CANADIAN AND DEEP FORK RIVERS WITHIN THE KICKAPOO TRIBAL LAND IN CENTRAL OKLAHOMA.,50000
2008,OK,ASST_NON_96665301_6800,66.716,PEORIA TRIBE OF INDIANS OF OKLAHOMA,,"RECONNAISSANCE INVESTIGATION OF PESTICIDES AND POLYCHLORINATED BIPHENYLS (PCBS) IN SPOONBILL AND SELECTED PREDATOR FISH SPECIES SUCH AS CATFISH, PE",49003
2008,OK,ASST_NON_96665601_6800,66.716,SAC & FOX NATION,,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT  IS FOR A BASELINE ASSESSMENT OF PESTICIDE USAGE, PAST AND PRESENT, RECORDED IN A DATABASE, DETERMINE RIS",25031
2008,OR,ASST_NON_83238701_6800,66.716,OREGON STATE UNIVERSITY,,"TO PROVIDE A TOLL-FREE TELEPHONE NUMBER AND SERVE PEOPLE IN THE UNITED STATES, PUERTO RICO AND THE VIRGIN ISLANDS SEEKING IMPARTIAL INFORMATION ABOU",1707498
2008,OR,ASST_NON_00051109_6800,66.7,OREGON DEPT OF AGRICULTURE,,"THIS COOPERATIVE AGREEMENT WILL  CONTINUE A COMPREHENSIVE PESTICIDE PROGRAM OF APPLICATOR CERTIFICATION, GROUNDWATER PROTECTION, WORKER PROTECTION,",445270
2008,OR,ASST_NON_83239901_6800,66.716,OREGON STATE UNIVERSITY,,TO PROVIDE CLINICAL TOXICOLOGY INFORMATION AND LABORATORY SERVICES.,150000
2008,PA,ASST_NON_97366001_6800,66.714,THE PENNSYLVANIA STATE UNIVERSITY,,THIS PROJECT WILL REACH OUT TO HEALTH EDUCATORS WITH TRAIN-THE-TRAINER EDUCATION MODULES AND CLIENT OUTREACH PROTOCOLS FOR PESTICIDE SAFETY AND BASI,50200
2008,PA,ASST_NON_97371701_6800,66.716,DEPARTMENT OF AGRICULTURE PENNSYLVANIA,,"THIS PROJECT WILL WORK WITH HIGH TUNNEL VEGETABLE GROWERS IN LANCASTER COUNTY, PA. TO INCORPORATE BENEFICIAL PREDATORY MITES AS A BIOLOGICAL CONTROL",50000
2008,PA,ASST_NON_97365701_6800,66.714,PA DEPT OF AGRICULTURE,,"THIS AWARD IS FOR AIDING CONIFER GROWERS IN DEVELOPING A CROP MANAGEMENT ASSOCIATION, A LOCAL GROUP STRUCTURE FOR MEMBER FARMERS, WHICH WILL SUPPORT",47369
2008,SC,ASST_NON_98463607_6800,66.7,CLEMSON UNIVERSITY,,"THIS IS A PARTIAL AWARD OF $79,161 TO CLEMSON UNIVERSITY. CLEMSON UNIVERSITY HAS A PROGRAM FOR PROTECTING HUMAN HEALTH AND THE ENVIRONMENT BY IMPROV",90210
2008,SC,ASST_NON_98463707_6800,66.7,CLEMSON UNIVERSITY,,"THIS IS A PARTIAL AWARD OF $69,213 TO CLEMSON UNIVERSITY  THESE FUNDS SUPPORTS CLEMSON UNIVERSITY, SC'S ONGOING COMPREHENSIVE REGULATORY PROGRAM TO",58081
2008,SC,ASST_NON_98463807_6800,66.7,CLEMSON UNIVERSITY,,"THIS IS A PARTIAL AWARD OF $63,163 TO CLEMSON UNIVERSITY. THESE FUNDS WILL ALLOW CLEMSON UNIVERSITY TO CONTINUE THEIR ONGOING CERTIFICATION AND TRAI",53650
2008,SC,ASST_NON_83384201_6800,66.716,THE MEDICAL UNIVERSITY OF SOUTH CAROLINA,,"THIS PROJECT WILL UPDATE THE RECOGNITION AND MANAGEMENT OF PESTICIDE POISONINGS MANUAL. SINCE THE 5TH EDITION WAS PUBLISHED IN 1999, MANY CHANGES I",101887
2008,SD,ASST_NON_97861001_6800,66.7,CHEYENNE RIVER SIOUX TRIBE,,"TO PERFORM INSPECTIONS, COMPLIANCE ASSISTANCE, AND PESTICIDE PROGRAM OUTREACH AS OUTLINED IN THE EDERAL INSECTIDICE, FUNGICIDE, AND RODENTICIDE ACT,",166927
2008,TX,ASST_NON_00635508_6800,66.7,TEXAS DEPARTMENT OF AGRICULTURE,,"THE FY 2008 COOPERATIVE AGREEMENT WITH THE TEXAS DEPARTMENT OF AGRICULTURE FOR ENFORCEMENT, CERTIFICATION AND TRAINING, WORKER PROTECTION, GROUND W",1254761
2008,TX,ASST_NON_96668301_6800,66.716,TEXAS A&M AGRILIFE RESEARCH,,DEVELOPMENT OF WEB-BASED HELICOVERPA ZEA PYRETHROID INSECTICIDE RESISTANCE MONITORING DATABASE AND REAL-TIME INFORMATION DELIVERY SYSTEM. THIS PROJ,100000
2008,TX,ASST_NON_96655701_6800,66.716,DEPARTMENT OF STATE HEALTH SERVICES,,THE GOAL OF THIS PROJECT IS TO REDUCE CHILDHOOD LEAD POISONING IN RURAL AREAS WITH HIGH INCIDENCES OF ELEVATED BLOOD LEAD LEVELS ( EBLL) AND TO REDU,0
2008,TX,ASST_NON_96668501_6800,66.716,TEXAS A&M AGRILIFE EXTENSION SERVICE,,THIS PROJECT WILL FOCUS ON PEST CONTROL AND PESTICIDE APPLICATION IN THE TEXAS RIO GRANDE VALLEY. EDUCATION TO GROWERS TO CHOSE THE CORRECT PESTICI,92611
2008,TX,ASST_NON_96669801_6800,66.714,TEXAS A&M AGRILIFE EXTENSION SERVICE,,THE TEXAS INTEGRATED PEST MANAGEMENT COORDINATORS WILL BE INVITED TO LEARN ADVANCED TOPICS ON SCHOOL IPM FROM NATIONAL LEADERS AND WILL FORM A PROFE,50337
2008,UT,ASST_NON_99858208_6800,66.7,UTAH DEPARTMENT OF AGRICULTURE,,"GRANTEE WILL CONDUCT FEDERAL INSECTICIDE, FUNGICIDE, AND RODENTICIDE ACT COMPLIANCE INSPECTIONS; TAKE APPROPRIATE ENFORCEMENT ACTIONS; IMPLEMENT PRO",347175
2008,UT,ASST_NON_97875801_6800,66.714,UTAH STATE UNIVERSITY,,"FOR THIS PROJECT, THE GRANTEE WILL DEVELOP AN ONLINE EDUCATION TRAINING MODULE TO REDUCE PESTICIDE USAGE ON UTAH GOLF COURSES. THE TARGET AUDIENCE F",50500
2008,VT,ASST_NON_99101808_6800,66.605,VERMONT AGENCY OF AGRICULTURE,,"THE FUNDS ARE AWARDED TO PROVIDE SUPPORT TO THE VERMONT AGENCY OF AGRICULTURE, TO TRAIN AND CERTIFY PESTICIDE APPLICATORS MONITOR PESTICIDE PRODUCER",151686
2008,VT,ASST_NON_99101809_6800,66.7,VERMONT AGENCY OF AGRICULTURE,,"THE FUNDS ARE AWARDED TO PROVIDE SUPPORT TO THE VERMONT AGENCY OF AGRICULTURE, TO TRAIN AND CERTIFY PESTICIDE APPLICATORS, AND TO MONITOR THE COMPL",337367
2008,VT,ASST_NON_97153201_6800,66.714,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,,THE PROJECT IS TO ACHIEVE ADOPTION OF ECOLOGICALLY BASED INTEGRATED PEST MANAGEMENT (IPM) AND TO REDUCE PESTICIDE RISKS WITHIN COLD CLIMATE WINEGRAP,50500
2008,VA,ASST_NON_97371801_6800,66.716,APPALACHIAN SUSTAINABLE DEVELOPMENT,,"THIS PROJECT UTILIZES TRAINING, EDUCATION AND FARM BASED DEMONSTRATIONS TO FARMERS TO MAINTAIN OR EXPAND ACREAGE UTILIZING BIOLOGICAL, CULTURAL AND",50000
2008,WA,ASST_NON_97076204_6800,66.7,STATE OF WASHINGTON DEPARTMENT OF AGRICULTURE,,"DURING THE PROJECT PERIOD, THE WASHINGTON STATE DEPARTMENT OF AGRICULTURE WILL COOPERATE IN THE ENFORCEMENT OF THE FEDERAL INSECTICIDE, FUNGICIDE, A",157150
2008,WA,ASST_NON_97076205_6800,66.7,STATE OF WASHINGTON DEPARTMENT OF AGRICULTURE,,"DURING THE PROJECT PERIOD, THE WASHINGTON STATE DEPARTMENT OF AGRICULTURE WILL COOPERATE IN THE ENFORCEMENT OF THE FEDERAL INSECTICIDE, FUNGICIDE,",380362
2008,WA,ASST_NON_98097103_6800,66.7,CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION,,THIS AWARD FOR THE YAKAMA NATION PESTICIDE PROGRAM'S COOPERATIVE AGREEMENT WILL CONTINUE FUNDING  THE SUPPORT AND DEVELOPMENT OF A COMPREHENSIVE PES,88957
2008,WA,ASST_NON_83273201_6800,66.716,UNIVERSITY OF WASHINGTON,,"TO DEVELOP, TEST, AND DISTRIBUTE INNOVATIVE MATERIALS FOR INTEGRATING THE CORE COMPETENCIES AS OUTLINED IN THE NATIONAL PESTICIDE COMPETENCY GUIDELI",132500
2008,WA,ASST_NON_96066101_6800,66.716,KING COUNTY,,THE PROJECT AIMS TO ADDRESS AREAS OF KING COUNTY WITH A LIKELIHOOD OF HIGH  RATES OF CHILDHOOD LEAD POISONING. THIS PROJECT PROPOSES TO IDENTIFY CH,100000
2008,WI,ASST_NON_00E49901_6800,66.714,UNIVERSITY OF WISCONSIN SYSTEM,,"THIS PROJECT WILL INVOLVE WORKING WITH APPLE GROWERS TO DEVELOP A CERTIFIABLE PROTOCOL FOR WHOLESALE MARKETING TO A WIDER CONSUMER BASE, WORKING WIT",50500
2008,WI,ASST_NON_00E48401_6800,66.716,ST CROIX CHIPPEWA INDIANS OF WISCONSIN,,THE ST. CROIX INDIANS OF WISCONSIN WILL CONDUCT PESTICIDE MONITORING ON APPROXIMATELY 13 LAKES WITHIN THEIR TERRITORY TO DETERMINE THE EFFECTS AND,50000
2008,WY,ASST_NON_99862106_6800,66.7,WYOMING DEPARTMENT OF AGRICULTURE,,"RECIPIENT WILL REVIEW, ASSESS AND SAMPLE PESTICIDES OF INTEREST AND CONCERN.",54000
2008,WY,ASST_NON_97876001_6800,66.7,WYOMING DEPARTMENT OF AGRICULTURE,,THE PURPOSE OF THIS PROJECT IS TO PROVIDE PESTICIDE APPLICATORS TRAINING IN INTEGRATED PEST MANAGEMENT. INTEGRATED PEST MANAGEMENT (IPM) REDUCES THE,48094
2009,AL,ASST_NON_83411601_6800,66.716,"IPM INSTITUTE OF NORTH AMERICA, INC.",,THE PROJECT WILL DEVELOP DEMONSTRATION SITES FOR IPM IN SCHOOLS AND TRACK PROGRESS OF THE APPROACHES IMPLEMENTED TO PROMOTE THESE TECHNIQUES SO THAT,0
2009,AK,ASST_NON_97086301_6800,66.716,THE AMERICAN FARMLAND TRUST,,THE GRANT RECIPIENT WILL ADMINISTER A COMPETITIVE GRANTS PROGRAM WITH PROJECTS THAT REDUCE PESTICIDE RISK TO HUMAN AND ECOLOGICAL HEALTH BY IMPLEMEN,54831
2009,AK,ASST_NON_96036604_6800,66.7,ENVIRONMENTAL CONSERVATION ALASKA DEPARTMENT,,"DURING THE PROJECT PERIOD, THE ALASKA DEPARTMENT OF ENVIRONMENTAL CONSERVATION WILL COOPERATE IN THE ENFORCEMENT OF THE FEDERAL INSECTICIDE, FUNGICI",287249
2009,AZ,ASST_NON_83237601_6800,66.716,ASSOCIATION OF FARMWORKER OPPORTUNITY PROGRAMS,,TO CONTINUE A NATIONAL TRAIN-THE-TRAINER PROGRAM TO EDUCATE FARMWORKERS ABOUT HOW TO REDUCE RISKS FROM PESTICIDES,385000
2009,AZ,ASST_NON_00935309_6800,66.7,ARIZONA DEPARTMENT OF AGRICULTURE,,"THIS AGREEMENT IS TO SUPPORT THE ARIZONA DEPARTMENT OF AGRICULTURE (ADA) IN ENSURING THAT PESTICIDES ARE MANUFACTURED, SOLD, USED, AND STORED ACCORD",153045
2009,AZ,ASST_NON_00936409_6800,66.7,INTER-TRIBAL COUNCIL OF ARIZONA INC.,,"THE PURPOSE OF THIS PROGRAM IS TO SUPPORT INTER TRIBAL COUNCIL OF ARIZONA IN ENSURING THAT PESTICIDES ARE SOLD, USED, AND STORED ACCORDING TO APPLIC",0
2009,AZ,ASST_NON_00937610_6800,66.7,NAVAJO NATION TRIBAL GOVERNMENT,,"THE PURPOSE OF THIS AGREEMENT IS TO SUPPORT THE NAVAJO NATION ENVIRONMENTAL PROTECTION AGENCY (NNEPA) IN ENSURING THAT PESTICIDES ARE MANUFACTURED,",267000
2009,AZ,ASST_NON_00941709_6800,66.7,AZ OFFICE OF PEST MANAGEMENT,,"THIS AGREEMENT AIMS TO IMPROVE THE UNDERSTANDING AND COMPLIANCE WITH PESTICIDE LAWS AND REGULATIONS, PROTECT HUMAN HEALTH AND THE ENVIRONMENT BY IMP",0
2009,AZ,ASST_NON_96994509_6800,66.7,COLORADO RIVER INDIAN TRIBES,,"THIS AGREEMENT IS TO SUPPORT COLORADO RIVER INDIAN TRIBE IN ENSURING THAT PESTICIDES ARE MANUFACTURED, SOLD, USED, AND STORED ACCORDING TO THE TRIBE",105200
2009,AZ,ASST_NON_98936310_6800,66.7,HOPI TRIBE,,"THIS AGREEMENT IS TO SUPPORT THE TRIBE IN ENSURING THAT PESTICIDES ARE USED, SOLD AND DISTRIBUTED IN ACCORDANCE WITH THE FEDERAL INSECTICIDE, FUNGIC",70005
2009,AZ,ASST_NON_99904810_6800,66.7,GILA RIVER INDIAN COMMUNITY,,"THE PURPOSE OF THIS AGREEMENT IS TO SUPPORT THE GILA RIVER INDIAN COMMUNITY PESTICIDES OFFICE (GRIC) IN ENSURING THAT PESTICIDES ARE MANUFACTURED, S",110000
2009,AZ,ASST_NON_97900410_6800,66.7,AK-CHIN INDIAN COMMUNITY,,"THIS AGREEMENT AIMS TO IMPROVE THE REGULATED COMMUNITY'S UNDERSTANDING OF AND COMPLIANCE WITH PESTICIDE LAWS AND REGULATIONS, AND TO PROTECT HUMAN H",60000
2009,AZ,ASST_NON_00T03401_6800,66.716,DEPARTMENT OF EDUCATION ARIZONA,,THIS ASSISTANCE AGREEMENT AIMS TO IMPROVE THE PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT BY USING INTEGRATED PEST MANAGEMENT (IPM) TECHNIQUES AT,14740
2009,AR,ASST_NON_00635109_6800,66.7,ARKANSAS STATE PLANT BOARD,,THE PURPOSE OF THIS FISCAL YEAR 2009 COOPERATIVE AGREEMENT WITH THE ARKANSAS STATE PLANT BOARD IS TO ADMINISTER THE FOLLOWING:  (1) A COMPREHENSIVE,174686
2009,AR,ASST_NON_00635110_6800,66.7,ARKANSAS STATE PLANT BOARD,,THE PURPOSE OF THIS FISCAL YEAR 2010 COOPERATIVE AGREEMENT WITH THE ARKANSAS STATE PLANT BOARD IS TO  ADMINISTER THE FOLLOWING:(1) A COMPREHENSIVE AN,226593
2009,CA,ASST_NON_00915509_6800,66.7,STATE OF CAL DEP OF PESTICIDE,,"THIS AGREEMENT IS TO SUPPORT THE CALIFORNIA DEPARTMENT OF PESTICIDE REGULATION IN ENSURING THAT PESTICIDES ARE MANUFACTURED, SOLD, USED, AND STORED",110000
2009,CA,ASST_NON_83422401_6800,66.716,STATE OF CAL DEP OF PESTICIDE,,"PESTICIDE REGULATORY EDUCATION PROGRAM IS AN EDUCATIONAL PROGRAM FOR STATE AND TRIBAL MANAGEMENT, SENIOR SCIENTISTS, MANAGERS AND SUPERVISORS OF FIE",520000
2009,CA,ASST_NON_83445601_6800,66.716,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",,THE PROJECT WILL IMPLEMENT NEWLY EMERGING TACTICS FOR PHEROMONE BASED MANAGEMENT OF CODLING MOTH THAT ADDRESS THE SPECIFIC ECONOMIC AND LOGISTIC LIMI,249687
2009,CA,ASST_NON_83411401_6800,66.716,STATE OF CAL DEP OF PESTICIDE,,THE COOPERATIVE AGREEMENT MAINTAINS FUNDING FOR A PRIA2 PARTNERSHIP GRANT IN SUPPORT OF REDUCING VOLATILE ORGANIC COMPOUND EMISSIONS FROM PESTICIDE,0
2009,CA,ASST_NON_96999001_6800,66.716,CITY OF SOUTH SAN FRANCISCO,,THIS ASSISTANCE AGREEMENT WILL  PROVIDE OUTREACH TO INCREASE AWARENESS ON THE DANGERS OF LEAD AND HOW TO ENSURE LEAD-SAFE HOMES; PROVIDE TRAINING ON,0
2009,CA,ASST_NON_96949801_6800,66.716,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,,THE PROJECT IS TO ASSIST CALIFORNIA'S TABLE GRAPE GROWERS IN ADDRESSING CRITICAL PEST MANAGEMENT ISSUES AS THEY TRANSITION AWAY FROM HIGH RISK PESTI,0
2009,CA,ASST_NON_00T16401_6800,66.716,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",,"THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $99,995. THIS PROJECT WILL IMPLEMENT AN INTEGRATED PEST MANAGEMENT PROGRAM FOR THE PES",99995
2009,CA,ASST_NON_00T17101_6800,66.716,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE,,"THIS PROJECT WILL EVALUATE THREE DIFFERENT SUSTAINABLE METHODS TO MANAGE THE SOIL PEST ""NEMATODES"" ON 74,000 ACRES OF CARROTS IN CALIFORNIA. THE THR",96701
2009,CA,ASST_NON_96958301_6800,66.714,"UNIVERSITY OF CALIFORNIA, DAVIS",,THE PROPOSED PROJECT RESEARCHERS WILL ESTABLISH A WEBSITE TEMPLATE FOR THE PESTICIDE USE RISK EVALUATION (PURE) MODEL WHICH ALLOWS USERS TO QUANTITA,0
2009,CA,ASST_NON_96958201_6800,66.714,"UNIVERSITY OF CALIFORNIA, BERKELEY",,THE PROJECT WILL DEMONSTRATE TO DOZENS OF FARMERS THE EFFECTIVENESS OF SPECIFIC AGROECOLOGICAL MANAGEMENT AND BIODIVERSIFICATION STRATEGIES (E.G. WI,0
2009,CA,ASST_NON_98947401_6800,66.716,HABEMATOLEL POMO OF UPPER LAKE,,"THIS GRANT AGREEMENT AIMS TO REDUCE THE RISK TO MEMBERS OF THE HABEMATOLEL POMO OF UPPER LAKE TRIBE FROM PESTICIDE EXPOSURE FROM MIDDLE CREEK, AN I",0
2009,CO,ASST_NON_97819610_6800,66.605,COLORADO DEPARTMENT OF AGRICULTURE,,THIS AWARD PROVIDES THE STATE FUNDS TO DEVELOP AND MAINTAIN A COMPREHENSIVE PESTICIDE PROGRAM THAT ADDRESSES ALL ASPECTS OF PESTICIDE ENFORCEMENT AN,382500
2009,CO,ASST_NON_83414801_6800,66.716,NATIONAL CONFERENCE OF STATE LEGISLATURES,,"THE PROJECT INVOLVES PROVIDING SUPPORT TO STATES, TRIBES & TERRITORIES SO THAT THEY CAN DEVELOP PROGRAMS TO IMPLEMENT THE RENOVATION, REPAIR, AND PA",150000
2009,CO,ASST_NON_97876901_6800,66.716,COLORADO STATE UNIVERSITY,,THIS AWARD PROVIDES FUNDS FOR RISK REDUCTION FROM THE USE OF PESTICIDES IN AGRICULTURAL SETTINGS IN THE UNITED STATES.,47866
2009,CO,ASST_NON_97876701_6800,66.716,COLORADO STATE UNIVERSITY,,THIS AWARD PROVIDES FUNDS FOR POLLUTION PREVENTION BY REDUCING THE USE OF PESTICIDES IN AGRICULTURAL SETTINGS IN THE UNITED STATES.,43450
2009,CO,ASST_NON_97875701_6800,66.714,COLORADO STATE UNIVERSITY,,THE PURPOSE OF THIS PROJECT WILL BE TO FACILITATE THE IMPLEMENTATION OF VERIFIABLE IPM PROGRAMS IN SCHOOLS TO REDUCE PESTS AND PESTICIDE APPLICATION,0
2009,CO,ASST_NON_97875901_6800,66.714,COLORADO STATE UNIVERSITY,,THE PURPOSE OF THE PROPOSED PROJECT IS TO INCREASE ONION PRODUCTION BY MANAGING SOIL-BORNE PATHOGENS AND SUPPLEMENTING PLANT NUTRIENTS AND TO DECREA,0
2009,CT,ASST_NON_97169901_6800,66.716,CITY OF HARTFORD,,"PER YOUR APPLICATION REQEUST DATED JUNE 19, 2007, THIS COOPERATIVE AGREEMENT IS BEING AWARDED TO PROVIDE FUNDS FOR THE CITY OF HARTFORD, CONNECTICUT",0
2009,DE,ASST_NON_83347301_6800,66.716,ASSOCIATION OF AMERICAN PESTICIDE CONTROL OFFICIALS INC,,"THE PURPOSE OF SFIREG  TO IDENTIFY, EVALUATE AND RECOMMEND SOLUTIONS TO ISSUES THAT RESULT FROM THE IMPLEMENTATION OF FIFRA BY STATE REGULATORY PROG",186000
2009,FL,ASST_NON_83411001_6800,66.716,UNIVERSITY OF FLORIDA,,THE COOPERATIVE AGREEMENT MAINTAINS FUNDING FOR A PRIA2 PARTNERSHIP GRANT IN SUPPORT OF REDUCED PESTICIDE USE FOR BEMISIA TABACI AND GREENHOUSE WHIT,0
2009,FL,ASST_NON_96498708_6800,66.716,"FLORIDA CERTIFIED ORGANIC GROWERS & CONSUMERS, INC.",,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $168,287 TO THE FLORIDA CERTIFIED ORGANIC GROWERS AND CONSUMERS, INC. TO ASSIST LARGE-SCALE CONVENTI",0
2009,GA,ASST_NON_96498408_6800,66.716,THE NATURE CONSERVANCY,,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $331,028. THIS PROJECT WILL BE A COMPONENT OF THE FLINT RIVER BASIN PROGRAM AND IS EXPECTED TO SIGNI",0
2009,HI,ASST_NON_00915910_6800,66.7,DEPARTMENT OF AGRICULTURE HAWAII,,"THIS AGREEMENT AIMS TO PROTECT HUMAN HEALTH, ENDANGERED SPECIES, WATER RESOURCES AND THE ENVIRONMENT BY IMPROVING UNDERSTANDING OF AND COMPLIANCE WI",319725
2009,HI,ASST_NON_00941910_6800,66.7,DEPARTMENT OF AGRICULTURE HAWAII,,THIS AGREEMENT AIMS TO PROTECT HUMAN HEALTH AND THE ENVIRONMENT BY IMPROVING UNDERSTANDING OF AND COMPLIANCE WITH PESTICIDE LAWS AND REGULATIONS. TH,30000
2009,ID,ASST_NON_00087004_6800,66.7,COEUR D'ALENE TRIBE,,THE COEUR D'ALENE TRIBE HOSTS THE REGION 10 PESTICIDE ENFORCEMENT CIRCUIT RIDER PROGRAM. THE TRIBE WORKS IN COOPERATION WITH THE US ENVIRONMENTAL PR,143528
2009,ID,ASST_NON_00052708_6800,66.7,"AGRICULTURE, IDAHO DEPARTMENT OF",,"THIS AWARD PROVIDES FOR CONTINUED COOPERATION OF  THE IDAHO DEPARTMENT OF AGRICULTURE  IN THE ENFORCEMENT OF THE FEDERAL INSECTICIDE, FUNGICIDE, AND",395569
2009,ID,ASST_NON_96075301_6800,66.714,WASHINGTON HOP COMMISSION,,THIS GRANT WILL DEVELOP A COMPREHENSIVE INTEGRATED PEST MANAGEMENT HANDBOOK FOR PACIFIC NORTHWEST HOP PRODUCTION. GROWER INPUT DURING THE PROJECT WI,0
2009,IL,ASST_NON_00E45101_6800,66.716,THE AMERICAN FARMLAND TRUST,,EPA FUNDS DISTRIBUTED THROUGH A COMPETITIVE GRANTS PROGRAM FOR PROJECTS THAT INVESTIGATE PEST CONTROL ALTERNATIVES TO CHEMICALS BEING REVIEWED UNDER,213323
2009,IL,ASST_NON_00E30001_6800,66.716,METROPOLITAN TENANTS ORGANIZATION,,"THE METROPOLITAN TENANTS ORGANIZATION (MTO), IN PARTNERSHIP WITH THE ILLINOIS CHAPTER OF THE AMERICAN ACADEMY OF PEDIATRICS (ICAAP) AND THE CHICAGO",0
2009,IN,ASST_NON_97547109_6800,66.7,PURDUE UNIVERSITY,,"THIS PROJECT IS TO ENSURE THAT PESTICIDES ARE REGISTERED, DISTRIBUTED, AND USED IN ACCORDANCE WITH BOTH STATE AND FEDERAL LAWS, RULES, AND REGULATIO",319620
2009,IN,ASST_NON_97547110_6800,66.7,PURDUE UNIVERSITY,,"THE OBJECTIVES OF THE PROJECT IS TO ENSURE THAT PESTICIDES ARE REGISTERED, DISTRIBUTED, AND USED IN ACCORDANCE WITH BOTH STATE AND FEDERAL LAWS, RUL",153000
